source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
newer_low_review,B0D18QVZW4,B0DJ3N3STR,"Kitsch Shower Head Filter for Hard Water – Shower Water Filter with KDF-55 & Calcium Sulfite, Shower Filter to Reduce Chlorine & Impurities, Water Softener for Healthier Hair & Skin - Chrome","['Tools & Home Improvement', 'hi']",US,15.98,4.47,1.28,4.89,0.15,1795.0,446.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0D18QVZW4; parent B0DJ3N3STR; brand Kitsch,https://www.amazon.com/dp/B0D18QVZW4,39.3,Reject,2.94,0.1842,5282.69,87.3,30.3,12.2,22.0,78.0,gross margin below 35%; unit profit below $8,,,,,,,,,,,,,,
light_small_general,B0CX244TPG,B0G3HS6XD1,"ixirpro Balloon Shine Spray (3 x 16.9 oz) No Need Towel or Gloves, Instant High Shine Gloss Brite Balloons for Party Decoration for Ultra Lasting, Shine Balloon Spray Upgraded Formula","['Home & Kitchen', 'home-garden']",US,29.99,8.4,2.4,7.62,0.15,2991.0,943.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0CX244TPG; parent B0G3HS6XD1; brand ixirpro,https://www.amazon.com/dp/B0CX244TPG,38.1,Reject,7.07,0.2358,21150.86,87.3,14.3,24.1,27.0,73.0,gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
light_small_general,B0836229FZ,B0841BKW2D,OXO Good Grips Plastic Everyday Cutting Board,"['Kitchen & Dining', 'kitchen']",US,17.95,5.03,1.44,5.35,0.15,2993.0,1128.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0836229FZ; parent B0841BKW2D; brand OXO,https://www.amazon.com/dp/B0836229FZ,37.2,Reject,3.44,0.1915,10288.44,87.3,14.3,20.0,22.0,78.0,brand moat: OXO; gross margin below 35%; unit profit below $8; review count above 600,brand moat: OXO,,,,,,,,,,,,,
consumable_replacement,B0D6GT63D3,B0D6GPCMJ4,Sggvecsy 30 Pcs Fake Tulips Artificial Flowers Real Touch PU Faux Flowers Tulip Stems for Wedding Spring Bouquet Floral Arrangement Home Party Office Decorations for Mother‘s Day (Green White),"['Home & Kitchen', 'home-garden']",US,15.99,4.48,1.28,6.37,0.15,4989.0,1675.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0D6GT63D3; parent B0D6GPCMJ4; brand Sggvecsy,https://www.amazon.com/dp/B0D6GT63D3,36.5,Reject,1.46,0.0914,7291.42,87.3,14.3,18.0,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
newer_low_review,B0DGQ3XJM7,B0CYP3TRYS,"HIMEET Pink Ribbed Throw Blanket for Couch - 300GSM Lightweight Soft Fleece Blanket for Women, Cozy Blankets for Mothers Gifts, Striped Spring Home Room Decor, Pink, 50 x60 Inches","['Home & Kitchen', 'home-garden']",US,15.99,4.48,1.28,6.22,0.15,1800.0,486.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0DGQ3XJM7; parent B0CYP3TRYS; brand HIMEET,https://www.amazon.com/dp/B0DGQ3XJM7,36.3,Reject,1.61,0.1008,2900.7,87.3,28.3,5.4,22.0,78.0,gross margin below 35%; unit profit below $8,,,,,,,,,,,,,,
light_small_general,B0CYCCV268,B0FP22RCK4,"12 Pack Plastic Drop Cloth, 9x12 Ft Plastic Sheeting for Painting, Dust-Proof Tear-Resistant Painters Plastics Tarp Cloth for Furniture Floor Sofa Protector Cover Durable & Thick","['Tools & Home Improvement', 'hi']",US,16.99,4.76,1.36,6.58,0.15,2988.0,952.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0CYCCV268; parent B0FP22RCK4; brand ZENOWICK,https://www.amazon.com/dp/B0CYCCV268,35.6,Reject,1.74,0.1025,5203.6,87.3,18.3,12.0,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
light_small_general,B0G6YBHJMB,B0GXB17N3Y,"Solar Rope Lights, 2 Packs Total 66ft 200LED Solar String Lights, 8 Modes Waterproof Solar Powered Outdoor Light, Flexible Clear Tube Light for Garden Backyard Patio Deck Porch Tree Xmas Decor - Red","['Home & Kitchen', 'home-garden']",US,19.79,5.54,1.58,5.11,0.15,3000.0,0.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0G6YBHJMB; parent B0GXB17N3Y; brand Jnaurb,https://www.amazon.com/dp/B0G6YBHJMB,35.0,Reject,4.59,0.232,13774.5,87.3,68.3,20.0,22.0,78.0,excluded title term: solar powered; gross margin below 35%; unit profit below $8,,excluded title term: solar powered,,,,,,,,,,,,
light_small_general,B0DMCWNFPY,B0D813BPQ1,Metal Arch Backdrop Stand 7.2FT+6FT Wedding Arch Backdrop Stand Set of 2 Gold Arch Backdrop Stand for Valentines Day Party Wedding Ceremony Baby Shower Birthday Floral Balloon Decration,"['', '']",US,40.99,11.48,3.28,10.05,0.15,2998.0,746.0,4.6,0.55,10000.0,1.0,70.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0DMCWNFPY; parent B0D813BPQ1; brand Nisoger,https://www.amazon.com/dp/B0DMCWNFPY,35.0,Reject,10.03,0.2447,30074.44,87.3,24.3,30.1,41.0,59.0,hard oversize/logistics risk; gross margin below 35%; review count above 600; high seasonality; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
light_small_general,B0CQT8V1T5,B0CQSZMYXD,"WRENSONGE King Size Quilt-3 Pieces Lightweight Bedspreads Olive Green King Quilt Bedding Set for All Seasons, Soft Summer Coverlet with 2 Pillow Shams Suitable for Bed, Couch, Quilt Blanket","['Home & Kitchen', 'home-garden']",US,48.44,13.56,3.88,9.65,0.15,2995.0,589.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0CQT8V1T5; parent B0CQSZMYXD; brand WRENSONGE,https://www.amazon.com/dp/B0CQT8V1T5,35.0,Reject,14.08,0.2908,42181.58,87.3,24.3,43.6,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
light_small_general,B09NVBHFHX,B0CMX99QFT,"Warm Incandescent Light Bulbs 60 Watt,A19/A60 Vintage Style Edison Bulbs E26,Soft Yellow Light Bulbs,Amber Bulbs,Retro Light Bulb Old Fashioned,Halogen Dimmable Edison Bulb Squirrel Cage","['Industrial & Scientific', 'industrial']",US,18.99,5.32,1.52,5.36,0.15,2993.0,545.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B09NVBHFHX; parent B0CMX99QFT; brand runquiz,https://www.amazon.com/dp/B09NVBHFHX,35.0,Reject,3.94,0.2076,11796.91,87.3,28.3,20.0,22.0,78.0,excluded category: industrial; gross margin below 35%; unit profit below $8,,excluded category: industrial,,,,,,,,,,,,
light_small_general,B0DJQF98KH,B09K3RQBY6,"RARXTR Toilet Paper Holder Stand, Post Pivoting Design Free Standing Toilet Paper Holder with Storage for 4 Rolls, SUS304 Stainless Steel Tissue Holder with Reserve, Heavy-Duty Base (Matte Black)","['Tools & Home Improvement', 'hi']",US,35.99,10.08,2.88,8.39,0.15,2992.0,21.0,3.8,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0DJQF98KH; parent B09K3RQBY6; brand RARXTR,https://www.amazon.com/dp/B0DJQF98KH,35.0,Reject,9.24,0.2568,27650.57,87.3,65.3,29.4,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
light_small_general,B0FFSM87G4,B0F1XSLH3X,"Rugflix 4x6 Area Rug for Living Room, Washable Non-Slip Stain-Resistant Low Pile, Modern Dark Carpet for Dining Room/Home Office/Kid Room/Nursery/Bedroom, Navy Blue/Black","['Home & Kitchen', 'home-garden']",US,40.84,11.44,3.27,8.15,0.15,2990.0,652.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0FFSM87G4; parent B0F1XSLH3X; brand Rugflix,https://www.amazon.com/dp/B0FFSM87G4,35.0,Reject,11.85,0.2903,35443.46,87.3,24.3,39.1,22.0,78.0,excluded title term: area rug; gross margin below 35%; review count above 600,,excluded title term: area rug,,,,,,,,,,,,
light_small_general,B0CPPSFP1F,B0CFFQZ48Q,"No Dig Decorative Garden Fence Animal Barrier - 5 Panels - 24 in (H) x 10 ft (L) - Dog Fence Outdoor for Yard, Rabbits and Small Pets - Tall Rustproof Metal Wire Fencing Border for Garden and Patio","['Patio, Lawn & Garden', 'lawn-garden']",US,44.99,12.6,3.6,14.84,0.15,2988.0,1129.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0CPPSFP1F; parent B0CFFQZ48Q; brand Bilibompa,https://www.amazon.com/dp/B0CPPSFP1F,35.0,Reject,7.2,0.1601,21518.08,87.3,14.3,24.4,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
consumable_replacement,B0D7VNVZTD,B0D3LNWKCD,"Pack of 10 NWK Cake Stand Set, with 3 x Two-Tier and 3 x Three-Tier Cupcake Stands, 4 x Appetizer Trays, 1 x Tablecloth for Birthday Bridal Baby Shower Party (Black)","['Kitchen & Dining', 'kitchen']",US,31.99,8.96,2.56,8.27,0.15,4998.0,1196.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0D7VNVZTD; parent B0D3LNWKCD; brand NWK,https://www.amazon.com/dp/B0D7VNVZTD,35.0,Reject,7.4,0.2314,36992.7,87.3,14.3,24.8,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
consumable_replacement,B0FB9627XT,B0FWKDSPX6,"SUNLU TPU 3D Printer Filament 1.75mm,Highly Elastic 90A TPU Filament,Flexible 3D Filament for Fast Printing,Dimensional Accuracy +/- 0.03mm,Suitable for Most FDM 3D Printers.1KG (Green).","['Industrial & Scientific', 'industrial']",US,24.99,7.0,2.0,7.12,0.15,4990.0,52.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0FB9627XT; parent B0FWKDSPX6; brand SUNLU,https://www.amazon.com/dp/B0FB9627XT,35.0,Reject,5.12,0.2049,25556.28,87.3,60.3,20.2,27.0,73.0,excluded category: industrial; gross margin below 35%; unit profit below $8,,excluded category: industrial,,,,,,,,,,,,
consumable_replacement,B0DQ4WDDTK,B0CP5MYFXF,"BLUEBIRD 12-Pack Fabric Paint, 3.4 Fl Oz each, Permanent Fabric Paints for Clothes, Furniture Upholstery","['Arts, Crafts & Sewing', 'arts-crafts']",US,17.99,5.04,1.44,7.78,0.15,4983.0,1366.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0DQ4WDDTK; parent B0CP5MYFXF; brand BLUEBIRD,https://www.amazon.com/dp/B0DQ4WDDTK,35.0,Reject,1.03,0.0573,5139.96,87.3,18.3,11.8,27.0,73.0,gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
newer_low_review,B0CJYC1VQ3,B0FM86Z3SX,"EFOK Blue Painters Tape 1 Inch Bulk - Paint Tape 20 Rolls x 1 Inch x 55 Yards - Painter’s Tape Blue Masking Tape for Walls Painting Packing Automotive Home, Total 1100 Yards","['Tools & Home Improvement', 'hi']",US,39.99,11.2,3.2,8.57,0.15,1800.0,368.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0CJYC1VQ3; parent B0FM86Z3SX; brand EFOK,https://www.amazon.com/dp/B0CJYC1VQ3,35.0,Reject,11.02,0.2756,19838.7,87.3,36.8,35.5,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
newer_low_review,B0GSYYWQ7S,B0GVF4WV6J,Enamel-Safe Teeth Whitening Powder - Hydroxyapatite - Gentle on Teeth - No Sensitivity Formula - Removes Stains - Long-Lasting Freshness - Breath Freshening Whitening Powder- 15g,"['Industrial & Scientific', 'industrial']",US,16.18,4.53,1.29,3.92,0.15,1799.0,24.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0GSYYWQ7S; parent B0GVF4WV6J; brand BHMSHY,https://www.amazon.com/dp/B0GSYYWQ7S,35.0,Reject,4.01,0.248,7219.39,87.3,63.3,17.8,22.0,78.0,excluded category: industrial; gross margin below 35%; unit profit below $8,,excluded category: industrial,,,,,,,,,,,,
newer_low_review,B00DVCQF94,B00J4I9GNG,"1” Width ProTapes Pro Gaff Premium Matte Cloth Gaffer’s Tape With Rubber Adhesive, 50 yds Length x, Fluorescent Green (Pack of 1)","['Industrial & Scientific', 'industrial']",US,18.95,5.31,1.52,4.17,0.15,1799.0,157.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B00DVCQF94; parent B00J4I9GNG; brand Pro,https://www.amazon.com/dp/B00DVCQF94,35.0,Reject,5.11,0.2695,9188.39,87.3,46.8,22.8,22.0,78.0,excluded category: industrial; gross margin below 35%; unit profit below $8,,excluded category: industrial,,,,,,,,,,,,
newer_low_review,B0FKSMCZSH,B0FQ5JJC1W,"Waterproof Mattress Pad Queen, Quilted Fitted Queen Mattress Topper, Five-Layers Noiseless Mattress Protector Cover with 8“-21“ Deep Pocket, Machine Washable, Grey, 60 x80","['Home & Kitchen', 'home-garden']",US,34.94,9.78,2.8,9.65,0.15,1798.0,224.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0FKSMCZSH; parent B0FQ5JJC1W; brand QUIETSEA,https://www.amazon.com/dp/B0FKSMCZSH,35.0,Reject,7.47,0.2138,13429.26,87.3,36.8,24.9,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
newer_low_review,B0DR1XZF1X,B0D424R5CW,"Beeiva Checkered Print 5x7 Rugs for Living Room, Non Slip Soft Green Rugs for Bedroom Ultra Thin Washable Rugs 5x7, Moroccan Farmhouse Carpet for Playroom Kids Room, Classic Classroom Dorm Home Decor","['Home & Kitchen', 'home-garden']",US,55.22,15.46,4.42,9.1,0.15,1798.0,466.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0DR1XZF1X; parent B0D424R5CW; brand Beeiva,https://www.amazon.com/dp/B0DR1XZF1X,35.0,Reject,17.96,0.3252,32286.69,87.3,28.3,55.9,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
newer_low_review,B0FY2J4NV4,B0FTZ4B4DB,"Lifewit Slim Laundry Basket with Lid, Narrow Large Laundry Hamper with Plastic Handles and Removable Bag, Tall Foldable Dirty Clothes Hampers for Laundry Room, Bedroom, Bathroom, Dorm, 75L Pink","['Home & Kitchen', 'home-garden']",US,23.99,6.72,1.92,6.56,0.15,1795.0,136.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0FY2J4NV4; parent B0FTZ4B4DB; brand Lifewit,https://www.amazon.com/dp/B0FY2J4NV4,35.0,Reject,5.19,0.2164,9318.74,87.3,50.8,20.4,27.0,73.0,excluded title term: laundry basket; gross margin below 35%; unit profit below $8,,excluded title term: laundry basket,,,,,,,,,,,,
newer_low_review,B0FYBXXJ21,B0G5N8NLPJ,"GENIMO Indoor Outdoor Area Rug 5‘x8‘, Machine Washable Rugs for Patio, Waterproof, Non-Slip Easy Cleaning Floral Outdoor Mat Carpet for Living Room, Bedroom, RV, Balcony, Deck, Camping, Navy Blue","['Patio, Lawn & Garden', 'lawn-garden']",US,53.99,15.12,4.32,10.39,0.15,1795.0,185.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0FYBXXJ21; parent B0G5N8NLPJ; brand GENIMO,https://www.amazon.com/dp/B0FYBXXJ21,35.0,Reject,16.06,0.2975,28830.39,87.3,50.8,48.5,31.0,69.0,excluded title term: area rug; gross margin below 35%; oversize risk,,excluded title term: area rug,,,,,,,,,,,,
higher_ticket_lightweight,B0G5Z9KN9L,B0GSXVWGPC,"Smiry Pet Couch Covers for Dogs Washable, Non-Slip Fuzzy Couch Covers for 3 Cushion Sofa Pet Friendly, Soft Thick Furniture Protector Sofa Slipcover Mat for Dogs (Khaki, 27.6' x 82.7')","['Home & Kitchen', 'home-garden']",US,59.84,16.76,4.79,10.77,0.15,1500.0,210.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0G5Z9KN9L; parent B0GSXVWGPC; brand Smiry,https://www.amazon.com/dp/B0G5Z9KN9L,35.0,Reject,18.54,0.3099,27816.0,87.3,36.8,55.1,22.0,78.0,excluded title term: pet couch cover; gross margin below 35%,,excluded title term: pet couch cover,,,,,,,,,,,,
higher_ticket_lightweight,B0BGTNFCN3,B0D2HLLP9N,"Beckham Hotel Collection Shredded Memory Foam Pillow 2-Pack Queen | Adjustable Fill Cooling Bed Pillows for Side, Back & Stomach Sleepers","['Home & Kitchen', 'home-garden']",US,77.99,21.84,6.24,10.71,0.15,1499.0,877.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0BGTNFCN3; parent B0D2HLLP9N; brand Beckham Hotel Collection,https://www.amazon.com/dp/B0BGTNFCN3,35.0,Reject,27.5,0.3526,41224.75,87.3,14.3,73.7,31.0,69.0,excluded title term: memory foam pillow; review count above 600; oversize risk,,excluded title term: memory foam pillow,,,,,,,,,,,,
higher_ticket_lightweight,B0013CFRWK,B0CX6B164P,"Thermal Tiger 3 1/8“ x 230‘ Thermal Receipt Paper Rolls (50 Rolls) – BPA-Free, Universal POS Compatibility for Clover, Epson, & Verifone – Crisp Printing & 5-Year Image Life","['Office Products', 'office-products']",US,52.99,14.84,4.24,21.47,0.15,1499.0,915.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0013CFRWK; parent B0CX6B164P; brand THERMAL TIGER,https://www.amazon.com/dp/B0013CFRWK,35.0,Reject,4.49,0.0848,6732.76,87.3,18.3,16.4,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
higher_ticket_lightweight,B0DS43F2H1,B0GXVZD97D,"Huuger Computer Desk with 6 Drawers, Office Desk with Shelves, Reversible Gaming Desk, Large Corner Desk with Storage, Work for Home Office, Study, Living Room, 63inch, Rustic Brown","['Home & Kitchen', 'home-garden']",US,107.99,30.24,8.64,30.27,0.15,1499.0,28.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0DS43F2H1; parent B0GXVZD97D; brand Huuger,https://www.amazon.com/dp/B0DS43F2H1,35.0,Reject,22.64,0.2097,33939.61,87.3,59.3,55.3,35.0,65.0,excluded title term: computer desk; gross margin below 35%; oversize risk,,excluded title term: computer desk,,,,,,,,,,,,
higher_ticket_lightweight,B0CXT2N5B7,B0DGQ5LQ4J,"Hompet Dog Grass Pad with Tray Large, 41'x27', 2 Reusable Artificial Turf for Dogs Potty, Waterproof Non-Slip Washable Pee Pads, Quickly Absorbency Portable Dog Litter Box for Indoor/Outdoor Use","['Pet Supplies', 'pet-supplies']",US,109.99,30.8,8.8,17.42,0.15,1498.0,505.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0CXT2N5B7; parent B0DGQ5LQ4J; brand Hompet,https://www.amazon.com/dp/B0CXT2N5B7,35.0,Reject,36.47,0.3316,54634.31,87.3,28.3,70.9,31.0,69.0,excluded title term: dog grass pad; gross margin below 35%; oversize risk,,excluded title term: dog grass pad,,,,,,,,,,,,
higher_ticket_lightweight,B0GFJMQQ1Q,B0FZGP8PDD,"3 Pcs 42L Medium Collapsible Plastic Laundry Basket with Handles, Foldable Laundry Basket Hamper, Pop Up Storage Container Organizer for Washing Storage (Gery, 17 Inch * 13 Inch * 15 Inch)","['Home & Kitchen', 'home-garden']",US,56.99,15.96,4.56,10.32,0.15,1497.0,114.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0GFJMQQ1Q; parent B0FZGP8PDD; brand ZAUNFOOY,https://www.amazon.com/dp/B0GFJMQQ1Q,35.0,Reject,17.6,0.3089,26349.45,87.3,52.8,53.0,31.0,69.0,excluded title term: laundry basket; gross margin below 35%; oversize risk,,excluded title term: laundry basket,,,,,,,,,,,,
higher_ticket_lightweight,B0G3PCTQ23,B0DRJ8NH1N,"VIVOHOME 2-Pack Galvanized Steel Hand Rails for Outdoor Steps – 27.1“ Curved Ends and Safety Balusters Exterior Railing Kit for Porch, Deck, or Indoor Stairs (3-Step, Black)","['Tools & Home Improvement', 'hi']",US,149.99,42.0,12.0,23.78,0.15,1496.0,396.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0G3PCTQ23; parent B0DRJ8NH1N; brand VIVOHOME,https://www.amazon.com/dp/B0G3PCTQ23,35.0,Reject,49.71,0.3314,74368.4,87.3,40.8,70.9,35.0,65.0,excluded title term: hand rail; gross margin below 35%; oversize risk,,excluded title term: hand rail,,,,,,,,,,,,
higher_ticket_lightweight,B0DLZTH1BQ,B0DLZL3F37,"Hananona 2 Pcs Artificial Camellia Trees Faux Camellia Plant in Pot with Flowers Indoor Plants for Spring Home Decor Outdoor Porch Front Door Decor (Red, M)","['Home & Kitchen', 'home-garden']",US,80.99,22.68,6.48,15.77,0.15,1496.0,139.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0DLZTH1BQ; parent B0DLZL3F37; brand Hananona,https://www.amazon.com/dp/B0DLZTH1BQ,35.0,Reject,23.91,0.2952,35771.6,87.3,46.8,63.9,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
higher_ticket_lightweight,B0GF1C8T7G,B0DBVNH8JX,"BITPOTT Solar Pathway Lights Outdoor,Bright Solar Lights for Outside, Waterproof Auto On/Off Garden Lights Solar Powered Landscape Lights for Yard Walkway Driveway Lawn (Cool White, 12 Pack)","['Tools & Home Improvement', 'hi']",US,81.59,22.85,6.53,9.31,0.15,1494.0,464.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0GF1C8T7G; parent B0DBVNH8JX; brand BITPOTT,https://www.amazon.com/dp/B0GF1C8T7G,35.0,Reject,30.66,0.3758,45808.28,87.3,28.3,76.8,22.0,78.0,excluded title term: solar pathway lights,,excluded title term: solar pathway lights,,,,,,,,,,,,
higher_ticket_lightweight,B0DQNVLB2T,B0DXDKTHRH,"FDW 6 Foot Outdoor Dining Table, Foldable Portable Rectangular Plastic Folding Table with Built in Carrying Handle for Party and Wedding Use, Black","['Patio, Lawn & Garden', 'lawn-garden']",US,55.56,15.56,4.44,22.04,0.15,1494.0,278.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0DQNVLB2T; parent B0DXDKTHRH; brand FDW,https://www.amazon.com/dp/B0DQNVLB2T,35.0,Reject,5.19,0.0933,7747.88,87.3,40.8,19.7,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
higher_ticket_lightweight,B09RD1ZWVK,B0F67CPZ42,MOJO Outdoors Turkey Hunting Decoys and Accessories,"['Sports & Outdoors', 'sporting-goods']",US,71.47,20.01,5.72,13.24,0.15,1494.0,55.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,60.0,Imported from Sorftime; ASIN B09RD1ZWVK; parent B0F67CPZ42; brand MOJO Outdoors,https://www.amazon.com/dp/B09RD1ZWVK,35.0,Reject,21.78,0.3047,32538.57,87.3,58.3,60.9,30.0,70.0,excluded title term: hunting; gross margin below 35%; oversize risk,,excluded title term: hunting,,,,,,,,,,,,
higher_ticket_lightweight,B0DM1GRXS9,B0DM1C7TGL,"sancua Royal Blue Round Tablecloths 120 Inch, 6 Pack - Circle Fabric Cloth Table Cloths for Independence Day Wedding Party Banquet Birthday, Washable Polyester Table Cover (Fit 30-72 Inch Tables)","['Kitchen & Dining', 'kitchen']",US,66.99,18.76,5.36,11.46,0.15,1494.0,369.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0DM1GRXS9; parent B0DM1C7TGL; brand sancua,https://www.amazon.com/dp/B0DM1GRXS9,35.0,Reject,21.36,0.3189,31914.08,87.3,36.8,61.9,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
higher_ticket_lightweight,B0D9Q7D66M,B0D9XZLXBP,"VEVOR Air Mover Blower Fan 8 Inch, 1070CFM 195W with 16.4ft Flexible Duct, Industrial Portable Ventilator Blower/Exhaust, Orange","['Tools & Home Improvement', 'hi']",US,100.81,28.23,8.06,20.76,0.15,1494.0,39.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0D9Q7D66M; parent B0D9XZLXBP; brand VEVOR,https://www.amazon.com/dp/B0D9Q7D66M,35.0,Reject,28.64,0.2841,42785.92,87.3,59.3,64.5,35.0,65.0,excluded title term: air mover; gross margin below 35%; oversize risk,,excluded title term: air mover,,,,,,,,,,,,
higher_ticket_lightweight,B0813YK91X,B0D7HZ89W2,"Arlo Blinds Thermal Room Darkening Fabric Roman Shades, Color: White, Size: 36“ W X 60“ H, Cordless Lift Window Blinds","['Home & Kitchen', 'home-garden']",US,50.99,14.28,4.08,12.66,0.15,1494.0,548.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0813YK91X; parent B0D7HZ89W2; brand Arlo Blinds,https://www.amazon.com/dp/B0813YK91X,35.0,Reject,12.32,0.2416,18408.32,87.3,24.3,34.6,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
