source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,notes,listing_url,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,profit_estimate_status,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Cooling Bins,B0H8HZFPR5,B0G52GPMTH,"Wood Pellet Storage Container 30-40lbs, Wheeled Bin with Clear Window | Collapsible Pellet Bucket with Secure Locking Lid, Large Capacity, Scoop and Labels Included, Black & White","['Patio, Lawn & Garden', 'lawn-garden']",US,31.49,8.82,2.52,8.89,0.15,350.0,59.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0H8HZFPR5; parent B0G52GPMTH; brand Leafory,https://www.amazon.com/dp/B0H8HZFPR5,0.0,0.0,35.0,D,estimated_or_unverified,41.5,Reject,6.54,0.2076,2287.77,62.3,58.3,6.8,27.0,73.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Containers,B0D9LW4X4Q,B0H35PY5K6,"Pure Future Air-Tight Snackle Box Container –Divided Serving Tray with Lid & Handle–Clear Snack box for Fruits, Candy & Nuts–Portable for Travel & Daily Use (8 Inside Containers Dishwasher Safe)","['Kitchen & Dining', 'kitchen']",US,19.99,5.6,1.6,6.59,0.15,3696.0,514.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0D9LW4X4Q; parent B0H35PY5K6; brand Pure Future,https://www.amazon.com/dp/B0D9LW4X4Q,0.0,0.0,35.0,D,estimated_or_unverified,41.4,Reject,3.2,0.1602,11832.74,87.3,28.3,20.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Disposable Cups,B0G59NQSPV,B0HD97BSYL,"Top Cup NFL Chicago Bears Aluminum Party Cups, 20oz, 20 Count | Made in the USA, Colder, Durable, Reusable, Recycleable, Dishwasher Safe","['Sports & Outdoors', 'sporting-goods']",US,26.99,7.56,2.16,6.77,0.15,4527.0,773.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0G59NQSPV; parent B0HD97BSYL; brand Top Cup,https://www.amazon.com/dp/B0G59NQSPV,0.0,0.0,35.0,D,estimated_or_unverified,41.2,Reject,6.45,0.239,29205.94,87.3,24.3,22.9,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Belts,B07M9ZMWF4,B07M9ZMWF4,Exmark/Toro 30“ Genuine OEM PTO Belt Part# 121-5765,"['Patio, Lawn & Garden', 'lawn-garden']",US,15.59,4.37,1.25,3.35,0.15,1757.0,641.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B07M9ZMWF4; parent B07M9ZMWF4; brand Exmark,https://www.amazon.com/dp/B07M9ZMWF4,0.0,0.0,35.0,D,estimated_or_unverified,40.9,Reject,4.28,0.2746,7522.6,87.3,24.3,21.9,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Handle Parts,B0CXXKKPX5,B0F9T4Y3QQ,946-05087D PTO Handle Cable for MTD Troy Bilt Lawn Mower Replace for C-Cadet LT46 LT42 XT1 XT2 LX46 LX42,"['Patio, Lawn & Garden', 'lawn-garden']",US,12.99,3.64,1.04,4.19,0.15,480.0,159.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0CXXKKPX5; parent B0F9T4Y3QQ; brand LiStarUs,https://www.amazon.com/dp/B0CXXKKPX5,0.0,0.0,35.0,D,estimated_or_unverified,40.7,Reject,2.17,0.1672,1042.32,84.0,50.8,0.1,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Tires,B0GVDNRD1C,B0H8YGBGB8,"GICOOL 15x6.00-6 Rubber Lawn Mowers Tire and Wheel, 15x6-6nhs Riding Lawnmower Tractor Pneumatic Tire with 3/4“ Bearing Bore, 3“ Centered Hub, V-Turf Pattern, 2 Pack","['Patio, Lawn & Garden', 'lawn-garden']",US,59.99,16.8,4.8,19.98,0.15,1885.0,1025.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0GVDNRD1C; parent B0H8YGBGB8; brand GICOOL,https://www.amazon.com/dp/B0GVDNRD1C,0.0,0.0,35.0,D,estimated_or_unverified,40.3,Reject,9.41,0.1569,17740.68,87.3,14.3,28.8,22.0,78.0,gross margin below 35%; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Tune-Up Kits,B0CFVHP9J9,B0CFVHP9J9,"SYOWADA Carburetor Replacement for BS 14.5Hp 15Hp 16Hp 17Hp 18.5Hp 19.5Hp 20Hp 21Hp Intek Engine Motors, 697122 Carb Replacement For B&S 31A507 31A607 31A707 31A777 Engines","['Patio, Lawn & Garden', 'lawn-garden']",US,16.99,4.76,1.36,4.87,0.15,777.0,261.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0CFVHP9J9; parent B0CFVHP9J9; brand SYOWADA,https://www.amazon.com/dp/B0CFVHP9J9,0.0,0.0,35.0,D,estimated_or_unverified,39.8,Reject,3.45,0.2031,2681.82,87.3,40.8,4.8,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Throttle Controls,B0F1CCSXHH,B0F1CCSXHH,Universal Throttle Cable Repair KIT for Lawn Mower Control | Lawn Mower Control Cable Kit Adjustable Z Bend Cabel End Mini Bike Go Kart DIY,"['Patio, Lawn & Garden', 'lawn-garden']",US,12.99,3.64,1.04,4.38,0.15,448.0,103.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0F1CCSXHH; parent B0F1CCSXHH; brand YGQ,https://www.amazon.com/dp/B0F1CCSXHH,0.0,0.0,35.0,D,estimated_or_unverified,39.8,Reject,1.98,0.1525,887.71,78.6,50.8,0.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Grass Catchers,B0DXPMKXSZ,B0DXPMKXSZ,"631-04354C 631-04354B Chute Assembly/Deflector Chute Assembly Compatible with MTD, CUB Cadet, Troy-Bilt RZT LX SX XT1 XT2 ZT1 42 46 - Replaces 631-04354, 631-04354a, 731-07020, 731-07020b, 931-06354","['Patio, Lawn & Garden', 'lawn-garden']",US,19.99,5.6,1.6,3.6,0.15,238.0,79.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0DXPMKXSZ; parent B0DXPMKXSZ; brand EZYPAK,https://www.amazon.com/dp/B0DXPMKXSZ,0.0,0.0,35.0,D,estimated_or_unverified,39.7,Reject,6.19,0.3097,1473.58,43.6,54.3,11.7,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Pull Cords,B0DYNHDWRN,B0DYNX73P7,"SSFOLPFEE 4.0mm Recoil Starter Rope 100FT, Heavy Duty Pull Cord for Lawn Mowers, Generators, Pressure Washers & Small Engines, Universal Starter Rope 750LB","['Patio, Lawn & Garden', 'lawn-garden']",US,18.09,5.07,1.45,4.47,0.15,448.0,132.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0DYNHDWRN; parent B0DYNX73P7; brand SSFOLPFEE,https://www.amazon.com/dp/B0DYNHDWRN,0.0,0.0,35.0,D,estimated_or_unverified,39.6,Reject,4.39,0.2425,1965.15,78.6,46.8,2.8,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Deck Parts,B0CQCBCW1F,B0H2Y4HGPF,Lawn Mower Spindle for Husqvarna YTH24V48 Ariens Craftsman Poulan Jonsered Murray Mandrel Assembly Replacement Part Number 532187292 532192870 187292 532187281 21546238 21546299 Mower Mandrel Spindle | For Husqvarna YTH22V46 YTH24V48 Spindle Assembly Husqvarna Craftsman Ariens Jonsered 42“ 46“ 48“ 54“ Mower Deck Mandrel,"['Patio, Lawn & Garden', 'lawn-garden']",US,17.99,5.04,1.44,7.72,0.15,727.0,125.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0CQCBCW1F; parent B0H2Y4HGPF; brand GYZJ,https://www.amazon.com/dp/B0CQCBCW1F,0.0,0.0,35.0,D,estimated_or_unverified,39.4,Reject,1.09,0.0607,793.52,87.3,46.8,0.0,27.0,73.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Wheels,B0F4JVPJQY,B0D5BFVPSN,"AR-PRO 7-Inch Lawn Mower Wheels - Replacement 7” Push Lawn Mower Wheels with 1-1/4” Width Hub and 1/2” Bearings - Fit for Standard Lawn Mowers, Pressure Washers, Generators and More (2-Pack)","['Patio, Lawn & Garden', 'lawn-garden']",US,17.99,5.04,1.44,6.18,0.15,872.0,243.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0F4JVPJQY; parent B0D5BFVPSN; brand AR-PRO,https://www.amazon.com/dp/B0F4JVPJQY,0.0,0.0,35.0,D,estimated_or_unverified,39.4,Reject,2.63,0.1463,2294.67,87.3,40.8,3.7,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Tabletop Wine Racks,B0BNDHZ378,B0F9XFG6JP,"Countertop Wine Rack - 5 Bottle Freestanding Modern Gold Metal Small Wine Rack - Tabletop Wine Holder Stand for Cabinet, Pantry, Wine Bottle Storage…","['Kitchen & Dining', 'kitchen']",US,19.79,5.54,1.58,6.17,0.15,644.0,236.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0BNDHZ378; parent B0F9XFG6JP; brand Drincarier,https://www.amazon.com/dp/B0BNDHZ378,0.0,0.0,35.0,D,estimated_or_unverified,39.4,Reject,3.53,0.1784,2274.29,87.3,40.8,3.6,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Deck Parts,B085XV7FJG,B0H8HYGMCV,187292 192870 567253301 587819701 587125401 Spindle Assembly Fit for 42' 46' 48' 54' Mower Deck Husqvarna yth22v46 yth24v48 yth18K46 yth18542 YTA22V46 z254 Craftsman yt3000 YS4500 YT4000 Lawn Mower,"['Patio, Lawn & Garden', 'lawn-garden']",US,24.99,7.0,2.0,7.72,0.15,1688.0,670.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B085XV7FJG; parent B0H8HYGMCV; brand TENGMUJX,https://www.amazon.com/dp/B085XV7FJG,0.0,0.0,35.0,D,estimated_or_unverified,39.3,Reject,4.52,0.1809,7632.29,87.3,24.3,18.9,27.0,73.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Pod Baskets,B0FM3QQZ33,B0HC68LC7P,"BEABOO Cup and Lid Holder, Disposable Paper Cup Dispenser with Coffee Pod Straw Storage Basket, Countertop Coffee Cup Holder for Coffee Stations, Bars, Break Rooms, Living Rooms, Parties (Black)","['Kitchen & Dining', 'kitchen']",US,12.98,3.63,1.04,5.36,0.15,377.0,96.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0FM3QQZ33; parent B0HC68LC7P; brand BEABOO,https://www.amazon.com/dp/B0FM3QQZ33,0.0,0.0,35.0,D,estimated_or_unverified,39.1,Reject,1.0,0.0773,378.13,66.8,54.3,0.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Outdoor Trash Cans,B0CXSVRNDQ,B0FXFYJ3MT,"YYDSDOTA Trash Can Lid Lock for Raccoons, Bear Proof Garbage Can Locks for Animals, Strong Outdoor Trash Bin Bungee Cord Strap, Locking Trash Can During Strong Winds (Black-2 Pack)","['Home & Kitchen', 'home-garden']",US,13.95,3.91,1.12,5.24,0.15,800.0,317.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0CXSVRNDQ; parent B0FXFYJ3MT; brand Wuno Shop,https://www.amazon.com/dp/B0CXSVRNDQ,0.0,0.0,35.0,D,estimated_or_unverified,39.0,Reject,1.59,0.1138,1270.0,87.3,42.8,0.8,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Pull Cords,B0FRQ4H7SN,B0FRQY1Q6F,YAMAKATO GX270 Recoil Pull Starter w/Pull Cord for Honda and Clones GX240 8hp 9hp 301cc Red (Pack of 2),"['Patio, Lawn & Garden', 'lawn-garden']",US,19.99,5.6,1.6,3.6,0.15,378.0,218.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0FRQ4H7SN; parent B0FRQY1Q6F; brand YAMAKATO,https://www.amazon.com/dp/B0FRQ4H7SN,0.0,0.0,35.0,D,estimated_or_unverified,38.8,Reject,6.19,0.3097,2340.39,67.0,36.8,14.2,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Tumblers,B0BTYZMQQ6,B0G38MSP1D,FOCO San Francisco 49ers NFL 30 oz Straw Tumbler,"['Sports & Outdoors', 'sporting-goods']",US,30.0,8.4,2.4,5.94,0.15,576.0,966.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0BTYZMQQ6; parent B0G38MSP1D; brand FOCO,https://www.amazon.com/dp/B0BTYZMQQ6,0.0,0.0,35.0,D,estimated_or_unverified,38.8,Reject,8.76,0.292,5045.76,87.3,14.3,24.7,22.0,78.0,gross margin below 35%; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Deck Parts,B09ZQBKMRS,B0GVH8QCJ2,42“ 46“ 48“ 54“ Deck Spindle Assembly Fit for Husqvarna YTH22V46 YTH24V48 Craftsman YT3000 YT4000 Lawn Mower Replaces 187292 192870 532187292 587819701 187281 532192870 532187281,"['Patio, Lawn & Garden', 'lawn-garden']",US,24.99,7.0,2.0,7.72,0.15,717.0,360.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B09ZQBKMRS; parent B0GVH8QCJ2; brand SCBHWJ,https://www.amazon.com/dp/B09ZQBKMRS,0.0,0.0,35.0,D,estimated_or_unverified,38.7,Reject,4.52,0.1809,3241.92,87.3,36.8,6.4,27.0,73.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Throttle Controls,B0DJSBVYNR,B0DRNYRS84,946-05098C Throttle Choke Cable Compatible with Cub Cadet Craftsman MTD Lawn Tractor Throttle Cable XT1-LT46 LT50 GT50 GT54 ST54 XT2-LT54 LX46 GX54 Replace# 946-05098A 946-05098B 746-05098A,"['Patio, Lawn & Garden', 'lawn-garden']",US,18.02,5.05,1.44,6.37,0.15,375.0,190.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0DJSBVYNR; parent B0DRNYRS84; brand GEATaaT,https://www.amazon.com/dp/B0DJSBVYNR,0.0,0.0,35.0,D,estimated_or_unverified,38.6,Reject,2.46,0.1363,921.37,66.5,52.8,0.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Mufflers,B0CKVY28DJ,B0GQ39W8M1,751-0616B 951-0616B Twin Inlet Exhaust Muffler 951-0616B for MTD Cub Cadet LT1018 LT1022 LT1024 GT1222 RZT22 RZT50 RZT54,"['Patio, Lawn & Garden', 'lawn-garden']",US,35.8,10.02,2.86,7.92,0.15,239.0,154.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0CKVY28DJ; parent B0GQ39W8M1; brand sevencow,https://www.amazon.com/dp/B0CKVY28DJ,0.0,0.0,35.0,D,estimated_or_unverified,38.3,Reject,9.63,0.269,2301.57,43.8,46.8,15.5,27.0,73.0,gross margin below 35%; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Insulators,B09BFTPY4Q,B0F99F61WW,WK ieason 12oz Slim Can Sleeves for Beer Skinny Can Coolers Coolie,"['Kitchen & Dining', 'kitchen']",US,12.95,3.63,1.04,4.18,0.15,2289.0,529.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B09BFTPY4Q; parent B0F99F61WW; brand WK IEASON,https://www.amazon.com/dp/B09BFTPY4Q,0.0,0.0,35.0,D,estimated_or_unverified,38.3,Reject,2.16,0.1666,4938.52,87.3,28.3,11.3,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Recoil Springs,B0BY6JH8FV,B0BY6JH8FV,1PZ Recoil Starter Pull Start for Honda GX340 GX390 GX610 GX620 11hp 13hp 28400-ZEE3-W01ZA Generator Replaces,"['Patio, Lawn & Garden', 'lawn-garden']",US,15.95,4.47,1.28,5.94,0.15,585.0,279.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0BY6JH8FV; parent B0BY6JH8FV; brand 1PZ,https://www.amazon.com/dp/B0BY6JH8FV,0.0,0.0,35.0,D,estimated_or_unverified,38.2,Reject,1.87,0.1171,1092.49,87.3,40.8,0.3,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Throttle Controls,B0D5M2TYJ9,B0D5M2TYJ9,"055-8020-00 055802000 Throttle Control Cable Compatible with Bad Boy ZT Elite, MZ Rambler, Compact Outlaw, Maverick Mowers, 52-1/2“ Cable Length, 50“ Conduit Length,53“ Throttle Cables 290-100","['Patio, Lawn & Garden', 'lawn-garden']",US,15.88,4.45,1.27,4.47,0.15,289.0,52.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0D5M2TYJ9; parent B0D5M2TYJ9; brand showingo,https://www.amazon.com/dp/B0D5M2TYJ9,0.0,0.0,35.0,D,estimated_or_unverified,38.1,Reject,3.31,0.2083,956.01,52.1,58.3,0.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Fuel Lines,B0BNH4ZFGS,B0CBDLKRS6,2 Packs 1/4“ Fuel Shut Off Valve Fit 180 Degree Oregon 07-403 Heavy Duty Inline Cut Petcock Gas Diesel Petrol Scag 48568 Inline Shut Off Valve 1/4 Inch | Heavy Duty Inline Cut Petcock Gas Diesel Petrol Scag 48568 Inline Shut Off Valve 1/4 Inch,"['Patio, Lawn & Garden', 'lawn-garden']",US,12.99,3.64,1.04,4.19,0.15,249.0,57.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0BNH4ZFGS; parent B0CBDLKRS6; brand jtfrkope,https://www.amazon.com/dp/B0BNH4ZFGS,0.0,0.0,35.0,D,estimated_or_unverified,37.7,Reject,2.17,0.1672,540.7,45.5,60.3,0.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Tune-Up Kits,B07MLPJ3NH,B07MLPJ3NH,XT1 Oil Change Kit Air Filter for Cub Cadet KH-32-883-09-S1 XT2 XT1 LT46 LT50 ZT1-54 ZT1-42 Kohler 7000 Series KT715-KT745 725CC Engines Replace 32-083-09-S,"['Patio, Lawn & Garden', 'lawn-garden']",US,22.88,6.41,1.83,5.76,0.15,1579.0,1216.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B07MLPJ3NH; parent B07MLPJ3NH; brand Butom,https://www.amazon.com/dp/B07MLPJ3NH,0.0,0.0,35.0,D,estimated_or_unverified,37.5,Reject,5.45,0.2381,8602.39,87.3,14.3,20.9,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Handle Parts,B0D1Y57CXX,B0D1Y57CXX,594062 Recoil Starter Pull Start Assembly for B&S 103M02 103M05 104M02 | 594062 recoil starter replacement with smooth pullback and stable rewind for 103M02 103M05 104M02 engines,"['Patio, Lawn & Garden', 'lawn-garden']",US,20.99,5.88,1.68,7.2,0.15,265.0,97.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0D1Y57CXX; parent B0D1Y57CXX; brand FAMANDY,https://www.amazon.com/dp/B0D1Y57CXX,0.0,0.0,35.0,D,estimated_or_unverified,37.5,Reject,3.08,0.1468,816.6,48.1,58.3,0.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Grass Catchers,B0F2YJLQ6C,B0F2YJLQ6C,ZHIXING 137-7046 Deflector Chute w/Mounting Hardware Compatible with Toro Timecutter Exmark Quest E-Series 42“ Mower SW4200 ZS4200S 75742 74665 75748 75749 74667 74677 74705 74711 75742TA 75742W,"['Patio, Lawn & Garden', 'lawn-garden']",US,28.99,8.12,2.32,14.48,0.15,256.0,91.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0F2YJLQ6C; parent B0F2YJLQ6C; brand ZHIXING,https://www.amazon.com/dp/B0F2YJLQ6C,0.0,0.0,35.0,D,estimated_or_unverified,37.4,Reject,-0.28,-0.0096,-71.3,46.6,60.3,0.0,27.0,73.0,negative unit profit; gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Solenoids,B00CSBQXM8,B00CSBQXM8,GENUINE OEM TORO PARTS - SOLENOID 117-1197,"['Patio, Lawn & Garden', 'lawn-garden']",US,19.99,5.6,1.6,4.17,0.15,1093.0,1307.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B00CSBQXM8; parent B00CSBQXM8; brand Toro,https://www.amazon.com/dp/B00CSBQXM8,0.0,0.0,35.0,D,estimated_or_unverified,37.2,Reject,5.62,0.2812,6144.3,87.3,14.3,20.1,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Pod Baskets,B0DMSRRSMP,B0GJSCWQ6K,"Lifewit Laundry Pods Container with Pop-up Lid, 0.72gal, 2 Pcs | Coffee Pod, K-Cup Storage, Laundry Room Organization, Dryer Sheet Holder for Washing Powder Detergent","['Kitchen & Dining', 'kitchen']",US,21.99,6.16,1.76,6.78,0.15,2854.0,2208.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0DMSRRSMP; parent B0GJSCWQ6K; brand Lifewit,https://www.amazon.com/dp/B0DMSRRSMP,0.0,0.0,35.0,D,estimated_or_unverified,37.2,Reject,3.99,0.1815,11391.74,87.3,14.3,20.0,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Covers,B0CT2KZTXL,B0D7CLJFSZ,"Lawn Mower Cover - Universal Fit Push Lawn Mower Cover for Outdoor | UV Protection Waterproof, Dust","['Patio, Lawn & Garden', 'lawn-garden']",US,12.99,3.64,1.04,4.47,0.15,624.0,278.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0CT2KZTXL; parent B0D7CLJFSZ; brand nomiou,https://www.amazon.com/dp/B0CT2KZTXL,0.0,0.0,35.0,D,estimated_or_unverified,37.1,Reject,1.89,0.1456,1180.3,87.3,36.8,0.5,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Belts,B0F1MZC9W3,B0F1MZF396,Quanaoo 144959 Deck Belt 1/2“ x 95.5“ fits Craftsman LT1000 LT2000 LT3000 DLT3000 YT3000 42“ Riding Mower Repalce 138255 130801 532138255 160855 24690 144959D for Husqvarna Poulan AYP Lawn Tractors,"['Patio, Lawn & Garden', 'lawn-garden']",US,12.99,3.64,1.04,4.89,0.15,2445.0,516.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0F1MZC9W3; parent B0F1MZF396; brand Quanaoo,https://www.amazon.com/dp/B0F1MZC9W3,0.0,0.0,35.0,D,estimated_or_unverified,37.0,Reject,1.47,0.1133,3597.82,87.3,28.3,7.4,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Gas Caps,B0DN13321G,B0DN13321G,"532184900 184900 Fuel Tank & Fuel Cap for Poulan Craftsman Husqvarna Roper, Sears Weed Eater Fits DYT4000 PP1238 T1000 LT2000 Lawn Mower Replaces 109202X, 532109202, 105738X","['Patio, Lawn & Garden', 'lawn-garden']",US,25.99,7.28,2.08,8.32,0.15,241.0,73.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0DN13321G; parent B0DN13321G; brand Fennoral,https://www.amazon.com/dp/B0DN13321G,0.0,0.0,35.0,D,estimated_or_unverified,37.0,Reject,4.41,0.1697,1063.17,44.1,58.3,0.2,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
