source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Access Doors,B0FX48XN1C,B0FFSBYMJV,"Thicken 1mm 20 x 20 Access Panel for Drywall,Attic Door, Ceiling Access Panel for Drywall,20 x 20 Metal Access Panels are Thickened to 1mm to Solve The Problem of Fragile Panels(Screwdriver Latch)","['Patio, Lawn & Garden', 'lawn-garden']",US,41.78,11.7,3.34,11.79,0.15,234.0,101.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0FX48XN1C; parent B0FFSBYMJV; brand Fancat,https://www.amazon.com/dp/B0FX48XN1C,35.0,Reject,8.68,0.2078,2031.82,43.0,46.8,10.3,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Carports,B0CHVGDCJQ,B0CST3324R,"DWALE 10 x 20 Ft Carport,Replacement Canopy Cover Garage Top Tent Shelter Tarp,Grey with 48 Ball Bungee Cords Waterproof & UV Protected (Only Tarp Cover, Frame Not Include)","['Patio, Lawn & Garden', 'lawn-garden']",US,52.99,14.84,4.24,11.36,0.15,360.0,702.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0CHVGDCJQ; parent B0CST3324R; brand DWALE,https://www.amazon.com/dp/B0CHVGDCJQ,35.0,Reject,14.6,0.2756,5256.54,64.0,30.3,34.8,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Carports,B0F9WH6GMF,B0FYNNW93J,"Shintenchi 12x15 FT Metal Carport, Oversized Carport Garage with Enhanced Base, Outdoor Galvanized Car Shelter, Heavy Duty Carports Canopy, for Car, Boats and Tractors","['Patio, Lawn & Garden', 'lawn-garden']",US,19.99,5.6,1.6,3.6,0.15,231.0,135.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0F9WH6GMF; parent B0FYNNW93J; brand Shintenchi,https://www.amazon.com/dp/B0F9WH6GMF,35.0,Reject,6.19,0.3097,1430.24,42.5,52.8,11.6,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Sheds,B0D9D5GR6B,B0GZ8X98XT,"Bike Storage Tent Sheds - Outdoor Storage Waterproof, Upgraded 6.56x4.92x5.58ft Bicycle Shed Tent, Portable Bike Covers Shelter with Carry Bag for Motorcycle, Garden Tool - Medium","['Patio, Lawn & Garden', 'lawn-garden']",US,59.99,16.8,4.8,10.22,0.15,1038.0,472.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0D9D5GR6B; parent B0GZ8X98XT; brand Dikutar,https://www.amazon.com/dp/B0D9D5GR6B,35.0,Reject,19.17,0.3196,19900.02,87.3,28.3,57.6,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Sheds,B0FLDYX6FN,B0FLDYNLWP,"ToLanbbt Outdoor Storage Shed Floor Mat, 8.2 x 6 FT Waterproof Carport Mat, Washable Furniture Pad with Non Slip Backing for Dust, Oil, Protection, Storage Shed Not Included","['Patio, Lawn & Garden', 'lawn-garden']",US,28.97,8.11,2.32,9.18,0.15,738.0,88.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0FLDYX6FN; parent B0FLDYNLWP; brand ToLanbbt,https://www.amazon.com/dp/B0FLDYX6FN,35.0,Reject,5.01,0.1731,3700.7,87.3,58.3,7.7,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Sheds,B0F4XZ8RW1,B0F4XZFYQ5,"Outdoor Storage Shed Floor Mat, 8.2*10.2FT Waterproof Washable Garden Flooring Pad with Non Slip Backing, Soft Furniture Patio Covering Carport dust Oil Mat-Tool Shed, Storage Shed Not Included","['Patio, Lawn & Garden', 'lawn-garden']",US,44.99,12.6,3.6,10.13,0.15,653.0,180.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0F4XZ8RW1; parent B0F4XZFYQ5; brand RUNZEG,https://www.amazon.com/dp/B0F4XZ8RW1,35.0,Reject,11.91,0.2648,7778.21,87.3,50.8,35.2,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Craft Cabinets,B0CV4XRWKR,B0CV4ZWJV5,"Blue Ginkgo Small 20-Drawer Cabinet – Stackable Clear Organizer for Hardware, Beads, Plastic Bricks, Office, and Craft Storage (Made in Korea, Gray)","['Tools & Home Improvement', 'hi']",US,57.99,16.24,4.64,10.41,0.15,792.0,373.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0CV4XRWKR; parent B0CV4ZWJV5; brand BLUE GINKGO,https://www.amazon.com/dp/B0CV4XRWKR,35.0,Reject,18.0,0.3104,14257.19,87.3,36.8,54.1,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Craft Cabinets,B00154YSEE,B0DK61NVBN,"Akro-Mils 26-Drawer Plastic Drawer Storage Cabinet for Garage Organization, Bead Organizer, Building Bricks Storage, Teacher Toolbox, Makeup Organizer, 20' W x 6' D x 10' H, 10726 Black","['Tools & Home Improvement', 'hi']",US,49.99,14.0,4.0,15.34,0.15,482.0,1415.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B00154YSEE; parent B0DK61NVBN; brand Akro-Mils,https://www.amazon.com/dp/B00154YSEE,35.0,Reject,9.15,0.1831,4411.02,84.3,14.3,18.0,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Craft Cabinets,B09LSQNMCZ,B09LSR6Z4P,INTERTOOL Small Parts Organizer for Hardware & Screws | 39 Removable Bins with Dividers | Wall Mount or Desktop Craft & Lego Storage Cabinet | 19” x 15” x 6” BX08-4013,"['Tools & Home Improvement', 'hi']",US,44.99,12.6,3.6,8.1,0.15,215.0,54.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B09LSQNMCZ; parent B09LSR6Z4P; brand INTERTOOL,https://www.amazon.com/dp/B09LSQNMCZ,35.0,Reject,13.94,0.3099,2997.42,39.8,58.3,31.6,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Outdoor Trash Cans,B0D1BKWJHN,B0D8SFN3TP,"Devoko 33 Gallon Outdoor Trash Can, Hideaway Garbage Bins with Tiered Lid, Waterproof Resin Outside Waste Bins for Patio, Outside Pool, Backyard and Deck(1, Deep Brown)","['Home & Kitchen', 'home-garden']",US,51.99,14.56,4.16,9.36,0.15,1305.0,519.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0D1BKWJHN; parent B0D8SFN3TP; brand Devoko,https://www.amazon.com/dp/B0D1BKWJHN,35.0,Reject,16.11,0.3099,21025.51,87.3,28.3,50.2,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Outdoor Trash Cans,B0D8BDR65F,B0H15JHKYJ,"Pupzle Dog Poop Trash Can Outside, 3.2 Gal Metal Dog Waste Trash Can with Lid Outdoor, Waste Container with Pedal Garbage Poop Bin, Poo Bucket Outdoor with Lid for Backyard Odor Control (Black)","['Home & Kitchen', 'home-garden']",US,57.65,16.14,4.61,16.61,0.15,1144.0,299.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0D8BDR65F; parent B0H15JHKYJ; brand Pupzle,https://www.amazon.com/dp/B0D8BDR65F,35.0,Reject,11.64,0.202,13319.02,87.3,40.8,33.3,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Outdoor Trash Cans,B0DXF1MYG4,B0DXFJ3DZQ,"DWVO 38 Gallon Large Outdoor Trash Can, Waterproof Resin Hideaway Garbage Bin with Lid and Drip Tray, Outside Trash Bin for Porch, Backyard, Deck, Patio, Poolside, Easy to Clean, Taupe","['Home & Kitchen', 'home-garden']",US,49.99,14.0,4.0,24.27,0.15,1025.0,257.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0DXF1MYG4; parent B0DXFJ3DZQ; brand DWVO,https://www.amazon.com/dp/B0DXF1MYG4,35.0,Reject,0.22,0.0044,227.04,87.3,40.8,0.0,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Outdoor Trash Cans,B0CWR72MPP,B0D3H8LN6N,"Flamaker 30 Gallon Trash Can, Resin Outdoor Garbage Can with Lid, Waterproof Hideaway Patio Waste Bins for Outside Use (Black)","['Home & Kitchen', 'home-garden']",US,49.99,14.0,4.0,9.0,0.15,767.0,377.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0CWR72MPP; parent B0D3H8LN6N; brand Flamaker,https://www.amazon.com/dp/B0CWR72MPP,35.0,Reject,15.49,0.3099,11881.98,87.3,40.8,49.0,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Tune-Up Kits,B0DBH75LC1,B0DBH75LC1,"Rakiyada 799584 Carburetor Kit Compatible with B&S 594058 594057 592361 594529, 163cc Lawn Mower Parts Fits for Troy Bilt TB110 TB200 103M02 09P702 550EX 625EX 675EX 725EXI LC121P","['Patio, Lawn & Garden', 'lawn-garden']",US,17.99,5.04,1.44,4.88,0.15,711.0,410.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0DBH75LC1; parent B0DBH75LC1; brand Rakiyada,https://www.amazon.com/dp/B0DBH75LC1,35.0,Reject,3.93,0.2185,2795.3,87.3,24.3,5.1,22.0,78.0,gross margin below 35%; unit profit below $8,,,,,,,,,,,,,,
category:Deck Parts,B0CR5JDFXL,B0FC29P992,187292 192870 Spindle Assembly with 195945 Pulley Fit for 42“ 46“ 48“ 54“ Mower Deck Husqvarna Z254 YTH22v46 YTH24v48 Craftsman YT3000 YS4500 YT4000 Mower Replace OEM 587819701 532187281 567253301,"['Patio, Lawn & Garden', 'lawn-garden']",US,29.99,8.4,2.4,8.3,0.15,1258.0,137.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0CR5JDFXL; parent B0FC29P992; brand TENGMUJX,https://www.amazon.com/dp/B0CR5JDFXL,35.0,Reject,6.39,0.2131,8040.51,87.3,46.8,22.8,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Deck Parts,B09842HXG8,B0D7HNJ1NK,"Belleone 2 Pack 187292 Spindle Assembly Fits for Craftsman Hus qvarna A riens Pou-LAN Pro, 587819701 Mandrel Assembly for 42“ 46“ 48“ 54 Deck Mower, Replace for 192870 532187281 532187292 567253301","['Patio, Lawn & Garden', 'lawn-garden']",US,41.99,11.76,3.36,9.08,0.15,573.0,1436.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B09842HXG8; parent B0D7HNJ1NK; brand Belleone,https://www.amazon.com/dp/B09842HXG8,35.0,Reject,11.49,0.2737,6584.63,87.3,14.3,32.1,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Tune-Up Kits,B0BHDXFLQQ,B0BHDXFLQQ,Hipa GCV160 Carburetor for Honda GCV160A GCV160LA GCV160LE GCV160LA0 Engine HRT216 HRB216 HRR216 HRS216 HRZ216 Lawn Mower Pressure Washer 16100-Z0L-023 16100-ZM0-804,"['Patio, Lawn & Garden', 'lawn-garden']",US,16.88,4.73,1.35,4.89,0.15,814.0,496.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0BHDXFLQQ; parent B0BHDXFLQQ; brand Hipa,https://www.amazon.com/dp/B0BHDXFLQQ,34.9,Reject,3.38,0.2001,2749.69,87.3,24.3,5.0,22.0,78.0,gross margin below 35%; unit profit below $8,,,,,,,,,,,,,,
category:Outdoor Trash Cans,B0DTSZXNTB,B0FKTFL77N,"Greesum 33 Gallon Outdoor Trash Can with Lid, Waterproof Resin Garbage Bin for Hideaway, Deck, Patio, Dark Black","['Home & Kitchen', 'home-garden']",US,51.83,14.51,4.15,24.25,0.15,2406.0,636.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0DTSZXNTB; parent B0FKTFL77N; brand Greesum,https://www.amazon.com/dp/B0DTSZXNTB,34.8,Reject,1.15,0.0221,2756.07,87.3,28.3,5.0,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Tune-Up Kits,B0C7C1C5BT,B0C7C1C5BT,YzusGomumu 799584 594058 Carburetor Kit Spark Plug & Air Filter Assembly Compatible with B&S Carb 594057 592361 594529 Troy Bilt TB110 TB200 103M02 09P702 9P702 550EX 625EX 675EX 725 lc121p 163cc,"['Patio, Lawn & Garden', 'lawn-garden']",US,17.99,5.04,1.44,4.47,0.15,1226.0,818.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0C7C1C5BT; parent B0C7C1C5BT; brand YzusGomumu,https://www.amazon.com/dp/B0C7C1C5BT,34.5,Reject,4.34,0.2413,5322.68,87.3,14.3,12.4,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
category:Outdoor Trash Cans,B0DKTJ4JW9,B0DW989KJT,"Jayhalo Trash Bag Holder, Outdoor Metal Leaf Bag Holder Stand 30-45 Gal, Portable Garbage Bag Holder Frame for Garden Camping Portable Trash Can, Leaf Bag Holds Disposable Bags, Freestanding Design","['Home & Kitchen', 'home-garden']",US,21.99,6.16,1.76,8.21,0.15,1055.0,485.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0DKTJ4JW9; parent B0DW989KJT; brand joyhalo,https://www.amazon.com/dp/B0DKTJ4JW9,34.4,Reject,2.56,0.1165,2702.38,87.3,24.3,4.9,27.0,73.0,gross margin below 35%; unit profit below $8,,,,,,,,,,,,,,
category:Tune-Up Kits,B09Z1SKRBX,B09Z1SKRBX,"GX160 GX200 Carburetor Compatible with Honda GX120 GX140 GX 160 GX168 GX200 5HP 5.5HP 6.5HP Engine, GX160 Carburetor + Recoil Starter + Ignition Coil + Air Filter Tune Up Kit","['Patio, Lawn & Garden', 'lawn-garden']",US,23.99,6.72,1.92,8.6,0.15,675.0,623.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B09Z1SKRBX; parent B09Z1SKRBX; brand HOOTO,https://www.amazon.com/dp/B09Z1SKRBX,33.8,Reject,3.15,0.1314,2127.26,87.3,24.3,3.2,27.0,73.0,gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
category:Deck Parts,B09743GKPR,B0974347BX,"115-8447 Side Discharge Chute, Compatible with Toro 22“ Recycler Lawn Mower for 20377, 20378, 20330, 20331, 20333, 20330C - Fits Many 22“ Recycler Lawn Mower 2009-2015 (1)","['Patio, Lawn & Garden', 'lawn-garden']",US,13.99,3.92,1.12,7.74,0.15,566.0,514.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B09743GKPR; parent B0974347BX; brand DECKMAN,https://www.amazon.com/dp/B09743GKPR,33.2,Reject,-0.89,-0.0635,-502.89,87.3,24.3,0.0,22.0,78.0,negative unit profit; gross margin below 35%; unit profit below $8,,,,,,,,,,,,,,
category:Belts,B09Q23P7M2,B0GV4KQVSR,Rinlius Mower Deck Belt 144959 for Craftsman LT1000 LT2000 LT3000 DYT4000 42 inch Deck Husqvarna Poulan AYP 138255 532144959 532138255 Riding Lawn Mowers(1/2“ x 95“),"['Patio, Lawn & Garden', 'lawn-garden']",US,13.29,3.72,1.06,4.89,0.15,1688.0,1126.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B09Q23P7M2; parent B0GV4KQVSR; brand Rinlius,https://www.amazon.com/dp/B09Q23P7M2,33.1,Reject,1.63,0.1224,2745.53,87.3,18.3,5.0,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
category:Deck Parts,B0CSK871VJ,B0D86ZN6Y2,DynaVim Parts 187292 192870 532187281 532187292 539112057 587819701 587125401 567253301 Husqvarna yth22v46 yth24v48 Spindle Assembly Husqvarna Craftsman LT1000 42“ 46“ 48“ 54“ Mower Deck Mandrel,"['Patio, Lawn & Garden', 'lawn-garden']",US,23.93,6.7,1.91,12.44,0.15,552.0,477.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0CSK871VJ; parent B0D86ZN6Y2; brand DynaVim Parts,https://www.amazon.com/dp/B0CSK871VJ,33.1,Reject,-0.71,-0.0296,-391.64,87.3,28.3,0.0,35.0,65.0,hard oversize/logistics risk; negative unit profit; gross margin below 35%; unit profit below $8; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Covers,B0B3S1NH8Y,B0C5RVJ4Z6,"Tough Cover Lawn Mower Cover - Basic Edition, Black, 210D Marine-Grade - Universal Fit for Zero Turn Mower - Storage Bag Included for Lawn Care Accessories - Waterproof Shield for Outdoor Storage","['Patio, Lawn & Garden', 'lawn-garden']",US,19.95,5.59,1.6,7.74,0.15,685.0,471.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0B3S1NH8Y; parent B0C5RVJ4Z6; brand Tough Cover,https://www.amazon.com/dp/B0B3S1NH8Y,32.7,Reject,2.03,0.1016,1388.84,87.3,24.3,1.1,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Covers,B098LDKPD6,B0D262RF5J,KISEER Outdoors Lawn Mower Cover Waterproof Heavy Duty 210D Polyester Oxford UV Protection Lawn Tractor Cover Fits Decks Up to 54“ with Drawstring and Storage Bag,"['Patio, Lawn & Garden', 'lawn-garden']",US,17.99,5.04,1.44,6.21,0.15,744.0,1920.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B098LDKPD6; parent B0D262RF5J; brand KISEER,https://www.amazon.com/dp/B098LDKPD6,32.3,Reject,2.6,0.1446,1935.52,87.3,18.3,2.7,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
category:Grass Catchers,B09FSVNJZ1,B09FSVTGC6,"532426129 Chute Deflector Compatible with Husqvarna/Craftsman 917 Models Types 22“ Lawn Mowers 917370413, 917370415, for Husqvarna HU700F, HU800AWD, HU775BBC, HU775H - Replaces 419942X428 419942X418","['Patio, Lawn & Garden', 'lawn-garden']",US,12.99,3.64,1.04,8.4,0.15,443.0,540.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B09FSVNJZ1; parent B09FSVTGC6; brand DECKMAN,https://www.amazon.com/dp/B09FSVNJZ1,31.8,Reject,-2.04,-0.1569,-903.06,77.8,24.3,0.0,22.0,78.0,negative unit profit; gross margin below 35%; unit profit below $8,,,,,,,,,,,,,,
category:Covers,B08SKY5K8S,B0B2MR84ZX,"Riding Lawn Mower Seat Cover, Compatible with John Deere,Tractor Seat Cover, Compatible with Cub Cadet,for Craftsman,Mower Seat Cushion (Medium)","['Patio, Lawn & Garden', 'lawn-garden']",US,18.59,5.21,1.49,4.9,0.15,607.0,1651.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B08SKY5K8S; parent B0B2MR84ZX; brand BeadChica,https://www.amazon.com/dp/B08SKY5K8S,31.7,Reject,4.2,0.226,2550.31,87.3,14.3,4.4,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
category:Deck Parts,B00850L66Y,B00850L66Y,OEM 42‘‘ Deck Mulch Cover John Deere 102 L 105 110 111 118 LA 115 X 110 120 D 125 S 240 GY00115,"['Patio, Lawn & Garden', 'lawn-garden']",US,26.26,7.35,2.1,8.51,0.15,575.0,2344.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B00850L66Y; parent B00850L66Y; brand John Deere,https://www.amazon.com/dp/B00850L66Y,31.7,Reject,4.36,0.1661,2507.58,87.3,14.3,4.3,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
category:Fuel Lines,B0CDC5RT41,B0CDC5RT41,Strongthium 1/4 Fuel Line Hose Kit Gas Tube for Briggs and Stratton MTD Craftsman Troy Bilt Cub Cadet with 1/4 Gas Clamps Valve & Filters 6.6 FT,"['Patio, Lawn & Garden', 'lawn-garden']",US,12.99,3.64,1.04,4.47,0.15,281.0,225.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0CDC5RT41; parent B0CDC5RT41; brand Strongthium,https://www.amazon.com/dp/B0CDC5RT41,31.5,Reject,1.89,0.1456,531.51,50.8,36.8,0.0,22.0,78.0,gross margin below 35%; unit profit below $8,,,,,,,,,,,,,,
category:Covers,B0CT2KZTXL,B0D7CLJFSZ,"Lawn Mower Cover - Universal Fit Push Lawn Mower Cover for Outdoor UV Protection Waterproof, Dust","['Patio, Lawn & Garden', 'lawn-garden']",US,13.99,3.92,1.12,4.46,0.15,914.0,1007.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0CT2KZTXL; parent B0D7CLJFSZ; brand nomiou,https://www.amazon.com/dp/B0CT2KZTXL,31.4,Reject,2.39,0.1709,2185.83,87.3,14.3,3.4,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
category:Tune-Up Kits,B088W9NCG1,B088W9NCG1,696065 697422 Carburetor Kit Fits for 110402 110412 5HP 5.5HP 6HP 6.5HP 7HP Tiller Engine Carb Rototiller Troy Generator Intek Motor Water Pump Replace Carb,"['Patio, Lawn & Garden', 'lawn-garden']",US,13.99,3.92,1.12,4.18,0.15,582.0,1827.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B088W9NCG1; parent B088W9NCG1; brand CULMKARI,https://www.amazon.com/dp/B088W9NCG1,30.7,Reject,2.67,0.191,1554.81,87.3,14.3,1.6,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
category:Craft Cabinets,B00JC8KSI0,B0FYPK7RH8,"Storage Bin with Drawers - 41-Drawer Plastic Tool Organizer - Hardware or Craft Cabinet for Storing Beads, Toys, or Nuts and Bolts by Stalwart (Black)","['Tools & Home Improvement', 'hi']",US,29.97,8.39,2.4,14.92,0.15,585.0,1501.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B00JC8KSI0; parent B0FYPK7RH8; brand Stalwart,https://www.amazon.com/dp/B00JC8KSI0,30.5,Reject,-0.24,-0.0079,-137.77,87.3,18.3,0.0,31.0,69.0,hard oversize/logistics risk; negative unit profit; gross margin below 35%; unit profit below $8; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Deck Parts,B098WZ18T7,B098WZ18T7,"Lawn Mower 731-07486 Side Discharge Chute for Most 21“ Hand Pushed Lawn Mower Compatible with Craftsman Columbia Huskee Troy Bilt Yard-Man MTD TB110, TB130, TB220, TB230 & 11A, 12A Series Mowers","['Patio, Lawn & Garden', 'lawn-garden']",US,15.99,4.48,1.28,7.84,0.15,1237.0,927.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B098WZ18T7; parent B098WZ18T7; brand DECKMAN,https://www.amazon.com/dp/B098WZ18T7,30.2,Reject,-0.01,-0.0005,-10.51,87.3,14.3,0.0,22.0,78.0,negative unit profit; gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
category:Wastebaskets,B0CWNXRH32,B0GBWPSW5W,"CEROELDA 3 Pack Bathroom Trash Can with Lid, 10L/2.6 Gal Small Garbage Can with Press Top Lid, Slim Plastic Waste Basket for Toilet, Office, Bedroom (Muti 1)","['Home & Kitchen', 'home-garden']",US,18.89,5.29,1.51,9.56,0.15,3232.0,1636.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0CWNXRH32; parent B0GBWPSW5W; brand CEROELDA,https://www.amazon.com/dp/B0CWNXRH32,29.7,Reject,-0.3,-0.0161,-980.91,87.3,14.3,0.0,27.0,73.0,negative unit profit; gross margin below 35%; unit profit below $8; review count above 600,,,,,,,,,,,,,,
category:Craft Cabinets,B00012FQEM,B0DK5Z3THP,"Akro-Mils 24-Drawer Plastic Drawer Storage Cabinet for Garage Organization, Bead Organizer, Building Bricks Storage, Teacher Toolbox, Makeup Organizer, 20' W x 6' D x 16' H, 10724 Black","['Tools & Home Improvement', 'hi']",US,43.55,12.19,3.48,25.97,0.15,389.0,1662.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B00012FQEM; parent B0DK5Z3THP; brand Akro-Mils,https://www.amazon.com/dp/B00012FQEM,26.1,Reject,-4.62,-0.1061,-1798.15,68.8,14.3,0.0,35.0,65.0,hard oversize/logistics risk; negative unit profit; gross margin below 35%; unit profit below $8; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
