source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes
category:Garlic Presses,678518011,Garlic Presses,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,B0FRS5Y33B,,"Brigii Burger Press, 5.5“ 304 Stainless Steel Hamburger Press Patty Maker | Spring back design, thickness guide 100g-400g, easy release, no coating, no rust, dishwasher safe, for ground beef patties",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,US,28.99,8.12,2.32,5.93,0.15,2608.0,788.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FRS5Y33B; brand Brigii
category:Pepper Mills,15850251,Pepper Mills,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Pepper Mills,B01MXRQ5AY,,Star Wars Lightsaber Electric Salt and Pepper Mill Grinder (Pack of 2),Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Pepper Mills,US,39.99,11.2,3.2,5.9,0.15,850.0,2016.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B01MXRQ5AY; brand Uncanny Brands
category:Pepper Shakers,15850291,Pepper Shakers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Pepper Shakers,B0DN6NXWYF,,"Portable Pepper Shaker (Black) - Versatile Seasoning Set, Multi Functional Salt Dispenser Spice Shakers for Easy Use - Convenient & Durable Plastic Salt and Pepper Dispenser for Fine Spices",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Pepper Shakers,US,21.24,5.95,1.7,3.82,0.15,2369.0,301.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DN6NXWYF; brand SPEED BUMP
category:Salt & Pepper Mill Sets,15850261,Salt & Pepper Mill Sets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt & Pepper Mill Sets,B0DPW6B8GG,,"Electric Salt and Pepper Grinder Set with Charging Base, 2 Pack Set | Stainless Steel, USB-C Charge Base, 6-Level Adjustable Coarseness, Fast&Slow Adjustment, 95ml Large Capacity, LED Light",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt & Pepper Mill Sets,US,36.94,10.34,2.96,6.56,0.15,1042.0,291.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPW6B8GG; brand JINGASA
category:Salt & Pepper Shaker Sets,15850301,Salt & Pepper Shaker Sets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt & Pepper Shaker Sets,B09YHYR413,,"Salt and Pepper Shakers Set with Adjustable Pour Holes - Stainless Steel Spice Dispenser - Perfect for Pink Himalayan, Table Salt, Black and White Pepper",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt & Pepper Shaker Sets,US,12.98,3.63,1.04,4.89,0.15,1072.0,1706.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09YHYR413; brand Kitchen-GO
category:Salt Mills,15850271,Salt Mills,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt Mills,B0FXNT68Y3,,"Cole & Mason Derwent Salt Grinder, 7.5“ Salt Mill, Matte Black | Mill Includes Gourmet Precision Mechanism and Premium Sea Salt Mill, Matt Black",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt Mills,US,59.95,16.79,4.8,4.46,0.15,3022.0,1425.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FXNT68Y3; brand Cole & Mason
category:Salt Shakers,15850311,Salt Shakers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt Shakers,B0CYT1Z96L,,"Farmhouse Salt and Pepper Shakers with Adjustable Pour Holes, Refillable Salt Shaker by Aelga, Ideal for Himalayan, Kosher, Black and White Pepper",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt Shakers,US,14.99,4.2,1.2,4.89,0.15,1060.0,823.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CYT1Z96L; brand Aelga
category:Index Card Storage,12900921,Index Card Storage,Office Products > Office Supplies > Education & Crafts > Filing Products > Index Card Filing > Index Card Storage,B0DGQCB7NQ,,"H4D Index Card Holder 3x5, Index Card Box Organizer, 3 Pack, Pastel Colors",Office Products > Office Supplies > Education & Crafts > Filing Products > Index Card Filing > Index Card Storage,US,12.99,3.64,1.04,5.77,0.15,2300.0,921.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DGQCB7NQ; brand H4D
category:Open Fire Cookware,3400591,Open Fire Cookware,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Camping Cookware > Open Fire Cookware,B0D2KF98MC,,"THTYBROS 17pcs Camping Cookware Mess Kit,for Camping,Backpacking,Picnic",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Camping Cookware > Open Fire Cookware,US,35.99,10.08,2.88,6.61,0.15,4067.0,1156.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D2KF98MC; brand THTYBROS
"category:Pots, Pans & Griddles",3258961011,"Pots, Pans & Griddles","Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Camping Cookware > Pots, Pans & Griddles",B0CWVB2CRT,,"Fire-Maple Petrel G3 Ultralight Camping Pot, Foldable Handle, 600ml | Fast Boil, Heatproof & Locking Handle, Steam Ventilation Lid, Hard Anodized Aluminum, Nest a 100/110g Canister, 162g","Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Camping Cookware > Pots, Pans & Griddles",US,21.25,5.95,1.7,4.89,0.15,1655.0,819.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CWVB2CRT; brand Fire-Maple
category:Bowls,3400711,Bowls,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Bowls,B0DPNMPMVS,,"Coghlan‘s Snapfold™ Bowls 2-Pack – Collapsible, Lightweight and Leakproof for Camping, Hiking, Travel, Picnics, and Outdoor Adventures, BPA-Free, Foldable Space-Saving Design for Easy Storage",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Bowls,US,14.99,4.2,1.2,3.36,0.15,684.0,178.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPNMPMVS; brand Coghlan’s
category:Cups & Mugs,3400731,Cups & Mugs,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,B0D94QC2J6,,16 oz Stainless Steel Pint Cups-Stackable Metal Drinking Glasses 4 Pcs,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,US,18.99,5.32,1.52,4.11,0.15,1121.0,309.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D94QC2J6; brand VINUR
category:Flatware,3400741,Flatware,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Flatware,B0CPSRB39T,,"Kyraton Camping Utensils, Portable Travel Silverware Set with Reusable Light Weight Mug, Bowls and Plate, Stainless Steel Cutlery Set, Camping Mess Kit for 1 Person",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Flatware,US,13.99,3.92,1.12,6.59,0.15,1222.0,823.0,4.1,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CPSRB39T; brand Kyraton
category:Mess Kits,3400751,Mess Kits,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Mess Kits,B0B3HC5J77,,"Odoland Stainless Steel Camping Mess Kit for Outdoor Family & Person | Cooking Tableware Utensils with Plates Bowls Forks Spoons Knives & Savings Bag for Camping, Backpacking, Hiking, Picnic",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Mess Kits,US,26.99,7.56,2.16,6.58,0.15,1944.0,598.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B3HC5J77; brand Odoland
category:Plates,3400771,Plates,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Plates,B0FVDQLM3T,,"Quatish 16 Pcs Plates and Bowls Sets,Plastic Dinnerware Sets for 4,Grey",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Plates,US,18.99,5.32,1.52,8.31,0.15,2805.0,121.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FVDQLM3T; brand Quatish
category:Backpacking Stoves,19450135011,Backpacking Stoves,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Backpacking Stoves,B0D14D7LS2,,"Fire-Maple Greenpeak 1 Camping Stove with Piezo Ignition Portable Gas Stove | Fast Boiling, Fuel Efficient Design, Ultralight, Built-in Piezo Igniter, Micro Windshield, EN417 Valve, Durability, 85g (3oz)",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Backpacking Stoves,US,16.95,4.75,1.36,4.1,0.15,1079.0,360.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D14D7LS2; brand Fire-Maple
category:Camping Grills,3401041,Camping Grills,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Camping Grills,B0D66Z1C5X,,"Odoland Portable Folding Charcoal Grills for Outdoor Cooking Bonfire BBQ | Heavy Duty Alloy Steel,Outdoor for Picnic and Barbecue,Resists 500 Degree,Easily Set Up with Carry Bag Space Saving",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Camping Grills,US,30.59,8.57,2.45,8.21,0.15,407.0,350.0,4.0,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D66Z1C5X; brand Odoland
category:Camping Stoves,19450136011,Camping Stoves,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Camping Stoves,B0BPRVYYC6,,"Vivicreate Portable Butane Stove 8500 BTU, Butane Stove with Auto Ignition for Camping, Lightweight Portable Gas Stove Burner with Safety Lock, Butane Burner, Estufa de Gas Portatil(Red)",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Camping Stoves,US,19.99,5.6,1.6,8.3,0.15,1153.0,1019.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BPRVYYC6; brand vivicreate
category:Storage,3397571,Storage,Sports & Outdoors > Sports > Boating & Sailing > Boating > Boat Cabin Products > Storage,B0GJ8HW2VB,,"QualyQualy Boat Rail Cup Holder 2 Pack, No-Drill Clamp-On Marine Cup Holders 360° Adjustable for Pontoon Boat, Bimini Top, Grab Bar, PWC, Jet Ski, Fits Round & Square Rails 15-40mm, Boat Gifts for Men",Sports & Outdoors > Sports > Boating & Sailing > Boating > Boat Cabin Products > Storage,US,18.99,5.32,1.52,5.77,0.15,1342.0,53.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GJ8HW2VB; brand QualyQualy
category:Cleaning Tools,3398891,Cleaning Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,B0000AY4SE,,"STAR BRITE 8-Inch Medium Bristle Wash Brush for Boat, RV & Auto",Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,US,23.59,6.61,1.89,4.25,0.15,578.0,579.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0000AY4SE; brand STAR BRITE
category:Tools,3398991,Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Tools,B07W6XFLT5,,"Zipper Wax Zip Lube, Marine Grade Zipper Lubricant Stick and Tool for Boat | Canvas, Bimini Snaps, Metal Zippers, Jackets, Coolers, Vinyl Panels, Wetsuits, Drysuits, No Oil Mess",Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Tools,US,13.99,3.92,1.12,3.93,0.15,731.0,1210.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07W6XFLT5; brand Better Boat
category:Indoor Paddleboard Storage,10208160011,Indoor Paddleboard Storage,Sports & Outdoors > Sports > Water Sports > Surfing > Stand-Up Paddleboarding > Indoor Paddleboard Storage,B09XQRBR2P,,"GEEDAR Heavy Duty Garage Storage Hooks -120 LB Capacity, 4packs, 15“ Wall Mounted Rack for Hanging Kayak, Paddle Board, Ladders, Bikes Enforced Kayak Storage Hanger",Sports & Outdoors > Sports > Water Sports > Surfing > Stand-Up Paddleboarding > Indoor Paddleboard Storage,US,27.99,7.84,2.24,8.12,0.15,264.0,1805.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09XQRBR2P; brand GEEDAR
category:Raised Toilet Seats,3775401,Raised Toilet Seats,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Raised Toilet Seats,B0DVBXQKL1,,"Medical King Toilet Seat Riser for Seniors, Adjustable, Gray, Heavy Duty up to 400 lbs",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Raised Toilet Seats,US,49.98,13.99,4.0,9.0,0.15,2750.0,1103.0,4.5,0.55,10000,1.0,20.0,50,65,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DVBXQKL1; brand Medical king
category:Toilet Assistance Cushions,8624797011,Toilet Assistance Cushions,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,B0CH3R7QW6,,Lunderg Padded Toilet Seat Riser for Seniors - Adds 3 Inches. Universal Fit | FIRM Raised Toilet Seat Cushion with High-Density Foam for Enhanced Comfort & Elevation. Post-Surgery Must Have (Blue),Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,US,54.95,15.39,4.4,8.98,0.15,3516.0,2138.0,3.9,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CH3R7QW6; brand Lunderg
category:Toilet Assistance Steps,8624798011,Toilet Assistance Steps,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Steps,B0CMLC665P,,"ROMGUAR CRAFT 7 Inch Bamboo Toilet Stool, Foldable Poop Stool, Bathroom Step Stool Squat (Black)",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Steps,US,21.84,6.12,1.75,8.06,0.15,4074.0,1275.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CMLC665P; brand ROMGUAR CRAFT
category:Toilet Safety Frames & Rails,3775391,Toilet Safety Frames & Rails,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,B0C8P6DFV8,,"PELEGON Toilet Safety Rails (350 lb) - Adjustable Toilet Safety Frame & Rails, Toilet Safety Rail for Elderly Adults, Toilet Handles for Seniors, Toilet Bars for Elderly & Handicap",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,US,69.97,19.59,5.6,9.56,0.15,4057.0,1732.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C8P6DFV8; brand PELEGON
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0CBD4HTHW,,"Spider Tool Holster, Self-Locking Pro Tool Holster, Includes 2 Drill Pins | Quick-Draw Multi Tool Holder, Clips to Any Tool Belt, Ambidextrous Lock, Compatible with Major Power Drill & Driver Brands",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,34.99,9.8,2.8,3.93,0.15,815.0,390.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CBD4HTHW; brand Spider
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0CLYN2NWP,,"Klein Tools MODbox Tool Pouch, Electrician Bag, Quickly Attach and Release from Tool Belts and MODBox Rail System",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,19.98,5.59,1.6,6.38,0.15,964.0,329.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CLYN2NWP; brand KLEIN TOOLS
category:Tool Trays,15709201,Tool Trays,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,B0CZQJL89S,,"SWANLAKE Socket Organizer Set 18-Piece, 1/4-Inch x 96 Clips, 3/8-Inch x 90 Clips, 1/2-Inch x 72 Clips, Socket Organizer for Tool Box Drawer, Drive Socket Trays, Socket Holder Clip Rail",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,US,29.99,8.4,2.4,7.76,0.15,2610.0,742.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CZQJL89S; brand SWANLAKE GARDEN TOOLS
category:Dust Mops,23537023011,Dust Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,B0G7G9BGXH,,"ZHAYAO Sweeper Mop System with 3 Reusable Microfiber Mop Pads | Dry and Wet Multi Surface Floor Cleaner, Includes 1 Mop + 3 Washable Refills for Hardwood, Tile, and Laminate Floor Cleaning",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,US,16.99,4.76,1.36,5.77,0.15,2591.0,333.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G7G9BGXH; brand ZHAYAO
category:Sponge Mops,23537024011,Sponge Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Sponge Mops,B0DPL522HG,,"Magic Sponge Eraser Mop, 60“ Adjustable Handle with Flexible 13“ Flat Head | Melamine Sponge Pads,Washable Microfiber Pad,Multi-Surface Scrubbing",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Sponge Mops,US,22.98,6.43,1.84,6.59,0.15,1345.0,309.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPL522HG; brand BAISENJIE
category:String Mops,23537022011,String Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,B002ZYCBAG,,"Mr. Clean Magic Eraser Roller Floor Mop, White/Blue",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,US,54.99,15.4,4.4,9.9,0.15,357.0,1605.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B002ZYCBAG; brand Mr. Clean
category:Angle Brooms,14253831,Angle Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,B0FNMQJDMN,,"REEWII Pink Broom and Dustpan Set,58” Long Adjustable Handle Small Broom with Stand up Dustpan Combo Set with Dust Pan Teeth,for Indoor Home Office Floor Cleaning",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,US,15.29,4.28,1.22,6.6,0.15,1053.0,868.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FNMQJDMN; brand REEWII
category:Hand Brooms,14253841,Hand Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,B0H7RGWB94,,"MOPALL Broom with Dustpan Combo Set with 53“ Long Handle Inc 2 Broom Heads | Self-Cleaning Dustpan Teeth, 180° Swivel Brooms Head, Angled Bristle, Standing Dustpan for Sweeping Indoor Dog Cat Pets Hair",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,US,21.97,6.15,1.76,8.4,0.15,632.0,28.0,3.9,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H7RGWB94; brand MOPALL
category:Push Brooms,14253851,Push Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,B0G6Y9SBK2,,"MOPALL Shower Bathtub Scrubber Brush for Cleaning with 55“ Long Handle | Dual Sided Stiff Bristle, 180° Rotatable V Shape Head, Heavy Duty Stainless Steel Handle, for Tile, Patio/Deck/Garage/Corner",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,US,18.99,5.32,1.52,5.94,0.15,1785.0,107.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G6Y9SBK2; brand MOPALL
category:Kitchen Brushes,203313515011,Kitchen Brushes,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Kitchen Brushes,B0FMJYTQLT,,5 Pack Bamboo Dish Brush Set with 14’’ Bottle Brush,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Kitchen Brushes,US,16.99,4.76,1.36,5.36,0.15,2019.0,219.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FMJYTQLT; brand BONUMVITA
